Code,Description (English),বর্ণনা,
6121201,Bangladesh bank deposit,বাংলাদেশ ব্যাংকে জমা,
61213,Advances,অগ্রিম,
6121301,Advances,অগ্রিম,
61214,Debt securities,দেনা অর্থপত্র (Debt securities),
61215,Loans,ঋণ,
6121501,Loan to government employees,সরকারি কর্মচারীদের ঋণ,
6121502,Loan to autonomous bodies,স্বায়ত্বশাসিত সংস্থাকে প্রদত্ত ঋণ,
6121503,Loan to Consolidated Fund,সংযুক্ত তহবিলে দেয় ঋণ,
61216,Equity and investment fund shares,সমমূলধন (Equity) ও বিনিয়োগ তহবিল শেয়ার,
6121601,Equity,সমমূলধন (Equity),
6121602,Investment fund shares or units,বিনিয়োগ তহবিল শেয়ার বা ইউনিট,
61217,"Insurance, pension, and standardized guarantee schemes","বিমা, পেনশন ও প্রমিত গ্যারান্টি স্কিম",
6121701,Non life insurance technical reserves,অজীবনবিমা প্রযুক্তিগত মজুত,
6121702,Life insurance and annuity entitlements,জীবনবিমা ও বার্ষিক এনটাইটেলমেন্ট,
6121703,Pension entitlements,পেনশন এনটাইটেলমেন্ট,
6121704,Claims of pension fund on pension manager,পেনশন ম্যানেজারের ওপর পেনশন তহবিলের দাবি,
6121705,Provisions for calls under standardized guarantee schemes,প্রমিত গ্যারান্টি স্কিমের অধীন নিলাম ডাকের ব্যবস্থাপত্র,
61218,Financial derivatives and employee stock options,ফিন্যান্সিয়াল ডেরিভেটিভস এন্ড এমপ্লয়ি স্টক অপশন,
6121801,Financial derivatives,ফিন্যান্সিয়াল ডেরিভেটিভস,
6121802,Employee stock options,কর্মচারী স্টক অপশন,
61219,Other accounts receivable,অন্যান্য গৃহীতব্য হিসাব,
6121901,Trade credit and advances,ট্রেড ক্রেডিট ও অগ্রিম,
6121902,Miscellaneous other accounts receivable,বিবিধ অন্যান্য গৃহীতব্য হিসাব,
6122,Foreign financial assets,বৈদেশিক আর্থিক সম্পদ,
61221,Currency and deposit,মুদ্রা ও জামানত,
6122101,Bank deposit,ব্যাংক জামানত,
61222,Debt securities,দেনা অর্থপত্র (Debt securities),
61223,Loans,ঋণ,
61224,Equity and investment fund shares,সমমূলধন (Equity) ও বিনিয়োগ তহবিল শেয়ার,
6122401,Equity,সমমূলধন (Equity),
6122402,Investment fund shares or units,বিনিয়োগ তহবিল শেয়ার বা ইউনিট,
61225,"Insurance, pension, and standardized guarantee schemes","বিমা, পেনশন ও প্রমিত গ্যারান্টি স্কিম",
6122501,Non life insurance technical reserves,অজীবনবিমা প্রযুক্তিগত মজুত,
6122502,Life insurance and annuity entitlements,জীবনবিমা ও বার্ষিক এনটাইটেলমেন্ট,
6122503,Pension entitlements,পেনশন এনটাইটেলমেন্ট,
6122504,Claims of pension fund on pension manager,পেনশন ম্যানেজারের ওপর পেনশন তহবিলের দাবি,
6122505,Provisions for calls under standardized guarantee schemes,প্রমিত গ্যারান্টি স্কিমের অধীন নিলাম ডাকের ব্যবস্থাপত্র,
61226,Financial derivatives and employee stock options,ফিন্যান্সিয়াল ডেরিভেটিভস এন্ড এমপ্লয়ি স্টক অপশন,
6122601,Financial derivatives,ফিন্যান্সিয়াল ডেরিভেটিভস,
6122602,Employee stock options,কর্মচারী স্টক অপশন,
61227,Other accounts receivable,অন্যান্য গৃহীতব্য হিসাব,
6122701,Trade credit and advances,ট্রেড ক্রেডিট ও অগ্রিম,
6122702,Miscellaneous other accounts payable,বিবিধ অন্যান্য দেয় হিসাব,
62,Liabilities,দায়,
621,Domestic liabilities,অভ্যন্তরীণ দায়,
6211,Currency and deposit,মুদ্রা ও জামানত,
62111,National savings,জাতীয় সঞ্চয়,
6211101,Saving certificates,সঞ্চয়পত্র,
6211102,Postal savings,ডাকঘর সঞ্চয়,
6211103,Savings Bonds,সঞ্চর বন্ড,
62112,Deposits (Interest bearing),জামানত (সুদযুক্ত),
6211201,Contributory provident fund,কন্ট্রিবিউটারি ভবিষ্য তহবিল,
6211202,State provident fund,রাষ্ট্রীয় ভবিষ্য তহবিল,
62113,Deposits (Not Interest bearing),জামানত (সুদবিহীন),
6211301,Departmental and judicial deposit,বিভাগীয় ও বিচার বিভাগীয় জামানত,
6211302,"Renewal, reserve and depreciation","নবায়ন, সঞ্চিতি ও অবচয়",
6211303,Deposit against supplies and work,সরবরাহ ও কাজের বিপরীতে জামানত,
6211304,Food and commodity aid deposit,খাদ্য ও পণ্য সাহায্য জামানত,
6211305,Other deposits,অন্যান্য জামানত,
6212,Debt securities,দেনা অর্থপত্র (Debt securities),
62121,Treasury bills,ট্রেজারি বিল,
6212101,Treasury bills,ট্রেজারি বিল,
62122,Treasury bonds,ট্রেজারি বণ্ড,
6212201,Treasury bonds,ট্রেজারি বণ্ড,
6213,Loans,ঋণ,
62131,Ways and means,উপায়  উপকরণ (ways and means),
6213101,Ways and means,উপায় উপকরণ (ways and means),
62132,Borrowing from Public Account,প্রজাতন্ত্রের সরকারি হিসাব থেকে গৃহীত ঋণ,
6213201,Borrowing from Public Account,প্রজাতন্ত্রের সরকারি হিসাব থেকে গৃহীত ঋণ,
62133,Bank loans,ব্যাংক ঋণ,
6213301,Bank loans,ব্যাংক ঋণ,
6214,Equity and investment fund shares,সমমূলধন (Equity) ও বিনিয়োগ তহবিল শেয়ার,
62141,Equity,সমমূলধন (Equity),
62142,Investment fund shares or units,বিনিয়োগ তহবিল শেয়ার বা ইউনিট,
6215,"Insurance, pension and standardized guarantee schemes","বিমা, পেনশন ও প্রমিত গ্যারান্টি স্কিম",
62151,Non life insurance technical reserves,অজীবনবিমা প্রযুক্তিগত মজুত,
62152,Life insurance and annuity entitlements,জীবনবিমা ও বার্ষিক এনটাইটেলমেন্ট,
62153,Pension entitlements,পেনশন এনটাইটেলমেন্ট,
62154,Claims of pension fund on pension manager,পেনশন ম্যানেজারের ওপর পেনশন তহবিলের দাবি,
62155,Provisions for calls under standardized guarantee schemes,প্রমিত গ্যারান্টি স্কিমের অধীন নিলাম ডাকের ব্যবস্থাপত্র,
6216,Financial derivatives and employee stock options,ফিন্যান্সিয়াল ডেরিভেটিভস এন্ড এমপ্লয়ি স্টক অপশন,
62161,Financial derivatives,ফিন্যান্সিয়াল ডেরিভেটিভস,
